Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
16,Michael Turner*,RB,28,16,15,0,0,0,0,0,334,1371,4.10,12,20,12,85,7.08,0,2,2,214,225.6,78,11,16,TurnMi00
17,Aaron Rodgers,QB,27,15,15,312,475,3922,28,11,64,356,5.56,4,0,0,0,,0,4,1,304,304.5,75,2,17,RodgAa00
18,Mike Wallace,WR,24,16,16,0,0,0,0,0,5,39,7.80,0,98,60,1257,20.95,10,1,,190,249.6,72,5,18,WallMi00
19,Calvin Johnson*,WR,25,15,15,0,0,0,0,0,4,32,8.00,0,137,77,1120,14.55,12,1,,189,266.2,71,6,19,JohnCa00
20,Tom Brady*+,QB,33,16,16,324,492,3900,36,4,31,30,0.97,1,0,0,0,,0,3,1,299,299.0,70,3,20,BradTo00
21,Maurice Jones-Drew*,RB,25,14,14,0,1,0,0,1,299,1324,4.43,5,44,34,317,9.32,2,2,2,200,234.1,64,12,21,DrewMa00
22,Steven Jackson*,RB,27,16,16,0,0,0,0,0,330,1241,3.76,6,62,46,383,8.33,0,1,1,196,242.4,61,13,22,JackSt00
23,Jason Witten*+,TE,28,16,16,0,0,0,0,0,0,0,,0,128,94,1002,10.66,9,1,1,154,248.2,58,1,23,WittJa00
24,Ahmad Bradshaw,RB,24,16,11,0,0,0,0,0,276,1235,4.47,8,58,47,314,6.68,0,7,6,193,239.9,57,14,24,BradAh00
25,Peyton Manning*,QB,34,16,16,450,679,4700,33,17,18,18,1.00,0,0,0,0,,0,3,1,286,285.8,57,4,25,MannPe00
26,Hakeem Nicks,WR,22,13,12,0,0,0,0,0,0,0,,0,128,79,1052,13.32,11,1,,171,250.2,53,7,26,NickHa01
27,Andre Johnson*,WR,29,13,13,0,0,0,0,0,2,10,5.00,0,138,86,1216,14.14,8,1,,171,256.6,53,8,27,JohnAn02
28,Philip Rivers*,QB,29,16,16,357,541,4710,30,13,29,52,1.79,0,0,0,0,,0,7,4,282,281.6,53,5,28,RivePh00
29,Reggie Wayne*+,WR,32,16,16,0,0,0,0,0,0,0,,0,175,111,1355,12.21,6,1,1,170,280.5,52,9,29,WaynRe00
30,BenJarvus Green-Ellis,RB,25,16,11,0,0,0,0,0,229,1008,4.40,13,16,12,85,7.08,0,0,,187,199.3,52,15,30,GreeBe00
31,Steve Johnson,WR,24,16,13,0,0,0,0,0,0,0,,0,141,82,1073,13.09,10,1,1,165,247.3,48,10,31,JohnSt00
32,DeSean Jackson*,WR,24,14,14,0,0,0,0,0,16,104,6.50,1,95,47,1056,22.47,6,4,1,162,209.0,44,11,32,JackDe00
33,Antonio Gates*,TE,30,10,10,0,0,0,0,0,0,0,,0,65,50,782,15.64,10,0,,138,188.2,42,2,33,GateAn00
34,Miles Austin*,WR,26,16,16,0,0,0,0,0,7,93,13.29,1,119,69,1041,15.09,7,1,1,159,228.4,42,12,34,AustMi00
35,Mike Williams,WR,23,16,16,0,0,0,0,0,0,0,,0,129,65,964,14.83,11,3,2,158,223.4,41,13,35,WillMi04
36,Jeremy Maclin,WR,22,16,16,0,0,0,0,0,3,36,12.00,0,115,70,964,13.77,10,1,1,158,228.0,40,14,36,MaclJe00
37,Drew Brees*,QB,31,16,16,448,658,4620,33,22,18,-3,-0.17,0,1,1,7,7.00,0,9,2,269,270.2,40,6,37,BreeDr00
38,Vernon Davis,TE,26,16,16,0,0,0,0,0,0,0,,0,93,56,914,16.32,7,0,,135,191.4,39,3,38,DaviVe00
39,Terrell Owens,WR,37,14,11,0,0,0,0,0,0,0,,0,139,72,983,13.65,9,0,,152,224.3,35,15,39,OwenTe00
40,Larry Fitzgerald*,WR,27,16,15,0,0,0,0,0,0,0,,0,173,90,1137,12.63,6,0,,152,241.7,34,16,40,FitzLa00
41,Cedric Benson,RB,28,16,16,0,0,0,0,0,321,1111,3.46,7,37,28,178,6.36,1,7,5,169,196.9,33,16,41,BensCe00
42,Marcedes Lewis*,TE,26,16,16,0,0,0,0,0,0,0,,0,89,58,700,12.07,10,2,2,126,184.0,30,4,42,LewiMa00
43,Josh Freeman,QB,22,16,16,291,474,3451,25,6,68,364,5.35,0,0,0,0,,0,8,3,258,258.4,29,7,43,FreeJo00
44,Mario Manningham,WR,24,16,8,0,0,0,0,0,1,2,2.00,0,93,60,944,15.73,9,1,1,147,206.6,29,17,44,MannMa01
45,LaDainian Tomlinson,RB,31,15,13,0,0,0,0,0,219,914,4.17,6,79,52,368,7.08,0,4,,164,216.2,28,17,45,TomlLa00
46,Marques Colston,WR,27,15,11,0,0,0,0,0,1,1,1.00,0,131,84,1023,12.18,7,0,,144,228.4,27,18,46,ColsMa00
47,Santana Moss,WR,31,16,16,0,0,0,0,0,5,-6,-1.20,0,145,93,1115,11.99,6,3,2,143,235.9,25,19,47,MossSa00
48,Knowshon Moreno,RB,23,13,13,0,0,0,0,0,182,779,4.28,5,48,37,372,10.05,3,3,2,159,196.1,23,18,48,MoreKn00
49,Percy Harvin,WR,22,14,13,0,0,0,0,0,18,107,5.94,1,109,71,868,12.23,5,1,1,140,210.5,22,20,49,HarvPe00
50,Matt Ryan*,QB,25,16,16,357,571,3705,28,9,46,122,2.65,0,0,0,0,,0,4,4,250,250.4,21,8,50,RyanMa00
51,Mike Tolbert,RB,25,15,4,0,0,0,0,0,182,735,4.04,11,29,25,216,8.64,0,5,3,157,182.1,21,19,51,TolbMi00
52,Frank Gore,RB,27,11,11,0,0,0,0,0,203,853,4.20,3,72,46,452,9.83,2,4,2,157,202.5,21,20,52,GoreFr00
53,Matt Schaub,QB,29,16,16,365,574,4370,24,12,22,28,1.27,0,0,0,0,,0,9,3,246,245.6,17,9,53,SchaMa00
54,Rob Gronkowski,TE,21,16,11,0,0,0,0,0,0,0,,0,59,42,546,13.00,10,1,1,113,154.6,16,5,54,GronRo00
55,Fred Jackson,RB,29,16,13,0,0,0,0,0,222,927,4.18,5,54,31,215,6.94,2,5,2,152,183.2,16,21,55,JackFr02
56,Braylon Edwards,WR,27,16,15,0,0,0,0,0,1,4,4.00,0,101,53,904,17.06,7,1,1,133,185.8,15,21,56,EdwaBr00
57,Kenny Britt,WR,22,12,7,0,0,0,0,0,0,0,,0,73,42,775,18.45,9,1,1,132,173.5,14,22,57,BritKe00
58,Wes Welker*,WR,29,15,11,0,0,0,0,0,0,0,,0,123,86,848,9.86,7,1,,128,213.8,10,23,58,WelkWe00
59,Danny Woodhead,WR,25,15,3,0,0,0,0,0,97,547,5.64,5,44,34,379,11.15,1,1,1,127,160.6,9,24,59,WoodDa02
60,Kellen Winslow,TE,27,16,11,0,0,0,0,0,0,0,,0,98,66,730,11.06,5,1,,103,169.0,7,6,60,WinsKe01
61,Chris Cooley,TE,28,16,16,0,0,0,0,0,0,0,,0,126,77,849,11.03,3,3,1,103,179.9,7,7,61,CoolCh00
62,Johnny Knox,WR,24,16,16,0,0,0,0,0,1,2,2.00,0,100,51,960,18.82,5,1,1,124,175.2,6,25,62,KnoxJo00
63,Anquan Boldin,WR,30,16,16,1,1,-6,0,0,2,2,1.00,0,109,64,837,13.08,7,1,1,124,187.7,6,26,63,BoldAn00
64,Tony Gonzalez*,TE,34,16,16,0,0,0,0,0,0,0,,0,108,70,656,9.37,6,0,,102,171.6,5,8,64,GonzTo00
65,Derrick Mason,WR,36,16,15,0,0,0,0,0,0,0,,0,100,61,802,13.15,7,0,,122,183.2,4,27,65,MasoDe00
66,Mike Thomas,WR,23,16,11,0,0,0,0,0,12,114,9.50,0,102,66,820,12.42,4,3,1,121,187.4,4,28,66,ThomMi01
67,Lance Moore,WR,27,16,1,0,0,0,0,0,0,0,,0,94,66,763,11.56,8,2,2,120,186.3,3,29,67,MoorLa00
68,Dustin Keller,TE,26,16,13,0,0,0,0,0,0,0,,0,100,55,687,12.49,5,0,,99,153.7,3,9,68,KellDu00
69,Jahvid Best,RB,21,16,9,0,1,0,0,0,171,555,3.25,4,80,58,487,8.40,2,1,1,138,196.2,2,22,69,BestJa00
70,Brandon Jacobs,RB,28,16,5,0,0,0,0,0,147,823,5.60,9,13,7,59,8.43,0,2,2,138,145.2,2,23,70,JacoBr00
71,Zach Miller*,TE,25,15,15,0,0,0,0,0,0,0,,0,92,60,685,11.42,5,1,,99,158.5,2,10,71,MillZa01
72,Joe Flacco,QB,25,16,16,306,489,3622,25,10,43,84,1.95,1,0,0,0,,0,9,4,231,231.3,2,10,72,FlacJo00
73,Aaron Hernandez,TE,21,14,7,0,0,0,0,0,3,47,15.67,0,64,45,563,12.51,6,0,,97,142.0,1,11,73,HernAa00
74,Matt Cassel*,QB,28,15,15,262,450,3116,27,7,33,125,3.79,0,0,0,0,,0,3,1,229,229.1,,11,74,CassMa00
75,Eli Manning,QB,29,16,16,339,539,4002,31,25,32,70,2.19,0,0,0,0,,0,7,6,229,229.1,,12,75,MannEl00
76,Deion Branch,WR,31,15,12,0,0,0,0,0,0,0,,0,92,61,818,13.41,6,1,,118,178.8,,30,76,BranDe00
77,Marquis Johnson,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,3,77,JohnMa99
78,J.P. Foschi,,28,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,2,78,FoscJo00
79,Carson Palmer,QB,31,16,16,362,586,3970,26,20,32,50,1.56,0,0,0,0,,0,7,3,224,223.8,,13,,PalmCa00
80,David Garrard,QB,32,14,14,236,366,2734,23,15,66,279,4.23,5,0,0,0,,0,11,4,221,221.3,,14,,GarrDa00
81,Jay Cutler,QB,27,15,15,261,432,3274,23,16,50,232,4.64,1,0,0,0,,0,10,6,210,210.2,,15,,CutlJa00
82,Ben Roethlisberger,QB,28,12,12,240,389,3200,17,5,34,176,5.18,2,0,0,0,,0,7,3,210,209.6,,16,,RoetBe00
83,Kyle Orton,QB,28,13,13,293,498,3653,20,9,22,98,4.45,0,0,0,0,,0,4,5,208,207.9,,17,,OrtoKy00
84,Mark Sanchez,QB,24,16,16,278,507,3291,17,13,30,105,3.50,3,0,0,0,,0,9,1,202,202.1,,18,,SancMa00
85,Ryan Fitzpatrick,QB,28,13,13,255,441,3000,23,15,40,269,6.73,0,0,0,0,,0,8,5,199,198.9,,19,,FitzRy00
86,Sam Bradford,QB,23,16,16,354,590,3512,18,15,27,63,2.33,1,0,0,0,,0,7,2,191,190.8,,20,,BradSa00
87,Donovan McNabb,QB,34,13,13,275,472,3377,14,15,29,151,5.21,0,0,0,0,,0,10,1,174,174.2,,21,,McNaDo00
88,Shaun Hill,QB,30,11,10,257,416,2686,16,12,22,123,5.59,0,0,0,0,,0,3,1,160,159.7,,22,,HillSh00
89,Jason Campbell,QB,29,13,12,194,329,2387,13,8,47,222,4.72,1,0,0,0,,0,9,1,158,157.7,,23,,CampJa00
90,Jon Kitna,QB,38,10,9,209,318,2365,16,12,31,147,4.74,1,0,0,0,,0,7,1,157,157.3,,24,,KitnJo00
91,Chad Henne,QB,25,15,14,301,490,3301,15,19,35,52,1.49,0,0,0,0,,0,5,2,155,155.2,,25,,HennCh01
92,Matt Hasselbeck,QB,35,14,14,266,444,3001,12,17,23,60,2.61,3,0,0,0,,0,7,5,148,148.0,,26,,HassMa00
93,Thomas Jones,RB,32,16,10,0,0,0,0,0,245,896,3.66,6,20,14,122,8.71,0,3,1,136,149.8,,24,,JoneTh00
94,Felix Jones,RB,23,16,7,0,0,0,0,0,185,800,4.32,1,52,48,450,9.38,1,2,1,135,183.0,,25,,JoneFe00
95,Alex Smith,QB,26,11,10,204,342,2370,14,10,18,60,3.33,0,0,0,0,,0,4,2,135,134.8,,27,,SmitAl03
96,Michael Bush,RB,26,14,3,0,0,0,0,0,158,655,4.15,8,24,18,194,10.78,0,0,,133,150.9,,26,,BushMi00
97,LeGarrette Blount,RB,24,13,7,0,0,0,0,0,201,1007,5.01,6,7,5,14,2.80,0,4,3,132,137.1,,27,,BlouLe00
98,Brandon Jackson,RB,25,16,13,0,0,0,0,0,190,703,3.70,3,50,43,342,7.95,1,1,,129,171.5,,28,,JackBr00
99,Ronnie Brown,RB,29,16,16,0,2,0,0,0,200,734,3.67,5,43,33,242,7.33,0,3,2,124,156.6,,29,,BrowRo05
100,Ryan Torain,RB,24,10,8,0,0,0,0,0,164,742,4.52,4,27,18,125,6.94,2,2,1,121,138.7,,30,,ToraRy00
101,Brandon Marshall,WR,26,14,14,0,1,0,0,0,2,3,1.50,0,146,86,1014,11.79,3,2,1,118,203.7,,31,,MarsBr00
102,Ryan Mathews,RB,23,12,9,0,0,0,0,0,158,678,4.29,7,26,22,145,6.59,0,5,3,118,140.3,,31,,MathRy00
103,Marshawn Lynch,RB,24,16,14,0,0,0,0,0,202,737,3.65,6,26,22,145,6.59,0,4,4,116,138.2,,32,,LyncMa00
104,Pierre Garcon,WR,24,14,14,0,0,0,0,0,2,6,3.00,0,119,67,784,11.70,6,0,,115,182.0,,32,,GarcPi00
105,Austin Collie,WR,25,9,6,0,0,0,0,0,0,0,,0,71,58,649,11.19,8,1,1,111,168.9,,33,,CollAu00
106,Davone Bess,WR,25,16,8,0,0,0,0,0,2,-3,-1.50,0,125,79,820,10.38,5,3,1,110,188.7,,35,,BessDa00
107,Michael Crabtree,WR,23,16,15,0,0,0,0,0,0,0,,0,101,55,741,13.47,6,0,,110,165.1,,34,,CrabMi00
108,Kerry Collins,QB,38,10,7,160,278,1823,14,8,10,1,0.10,0,0,0,0,,0,5,3,109,109.0,,28,,CollKe00
109,Tim Hightower,RB,24,16,13,0,0,0,0,0,153,736,4.81,5,42,21,136,6.48,0,5,4,109,130.2,,33,,HighTi00
110,Malcom Floyd,WR,29,11,9,0,0,0,0,0,0,0,,0,77,37,717,19.38,6,1,,108,144.7,,37,,FloyMa00
111,Santonio Holmes,WR,26,12,10,0,0,0,0,0,2,17,8.50,0,96,52,746,14.35,6,2,2,108,160.3,,36,,HolmSa00
112,Chad Johnson,WR,32,14,12,0,1,0,0,0,0,0,,0,126,67,831,12.40,4,0,,107,174.1,,38,,JohnCh01
113,Nate Washington,WR,27,16,16,0,0,0,0,0,1,-8,-8.00,0,94,42,687,16.36,6,0,,104,145.9,,39,,WashNa00
114,Anthony Armstrong,WR,27,15,11,0,0,0,0,0,0,0,,0,86,44,871,19.80,3,1,1,103,147.1,,41,,ArmsAn00
115,Nate Burleson,WR,29,14,14,0,0,0,0,0,7,81,11.57,0,86,55,625,11.36,6,2,2,103,157.6,,42,,BurlNa00
116,Hines Ward,WR,34,16,15,0,0,0,0,0,1,-2,-2.00,0,95,59,755,12.80,5,1,1,103,162.3,,40,,WardHi00
117,Dez Bryant,WR,22,12,2,0,0,0,0,0,1,0,0.00,0,73,45,561,12.47,6,1,1,102,147.1,,43,,BryaDe01
118,Jacoby Ford,WR,23,16,9,0,0,0,0,0,10,155,15.50,2,54,25,470,18.80,2,3,2,101,125.5,,44,,FordJa01
119,Jabar Gaffney,WR,30,16,11,0,0,0,0,0,0,0,,0,112,65,875,13.46,2,1,,100,164.5,,45,,GaffJa00
120,Chris Ivory,RB,22,12,4,0,0,0,0,0,137,716,5.23,5,1,1,17,17.00,0,4,2,99,100.3,,34,,IvorCh00
121,Tony Romo,QB,30,6,6,148,213,1605,11,7,6,38,6.33,0,0,0,11,,0,0,,99,99.1,,29,,RomoTo00
122,Tim Tebow,QB,23,9,3,41,82,654,5,3,43,227,5.28,6,0,0,0,,0,1,,99,98.9,,30,,TeboTi00
123,Brett Favre,QB,41,13,13,217,358,2509,11,19,17,8,0.47,0,0,0,0,,0,7,5,97,97.2,,31,,FavrBr00
124,Shonn Greene,RB,25,15,2,0,0,0,0,0,185,766,4.14,2,24,16,120,7.50,0,3,2,97,112.6,,36,,GreeSh00
125,Jonathan Stewart,RB,23,14,7,0,0,0,0,0,178,770,4.33,2,14,8,103,12.88,1,4,4,97,105.3,,35,,StewJo00
126,James Jones,WR,26,16,3,0,0,0,0,0,0,0,,0,87,50,679,13.58,5,3,1,96,145.9,,47,,JoneJa04
127,Brandon Pettigrew,TE,25,16,16,0,0,0,0,0,0,0,,0,111,71,722,10.17,4,0,,96,167.2,,12,,PettBr00
128,Mike Sims-Walker,WR,26,14,13,0,0,0,0,0,0,0,,0,80,43,562,13.07,7,1,1,96,139.2,,46,,WalkMi01
129,Danny Amendola,WR,25,16,6,0,0,0,0,0,7,81,11.57,0,123,85,689,8.11,3,2,,95,180.0,,49,,AmenDa00
130,Robert Meachem,WR,26,16,7,0,0,0,0,0,4,14,3.50,0,66,44,638,14.50,5,0,,95,139.2,,48,,MeacRo00
131,Cadillac Williams,RB,28,16,9,0,0,0,0,0,125,437,3.50,2,64,46,355,7.72,1,1,1,95,141.2,,38,,WillCa02
132,Ricky Williams,RB,33,16,0,0,0,0,0,0,159,673,4.23,2,30,19,141,7.42,1,4,2,95,114.4,,37,,WillRi00
133,Ben Watson,TE,30,16,16,0,0,0,0,0,1,-1,-1.00,0,102,68,763,11.22,3,0,,94,162.2,,13,,WatsBe00
134,Devin Hester*+,WR,28,16,13,0,0,0,0,0,7,30,4.29,0,73,40,475,11.88,4,0,,93,132.5,,50,,HestDe99
135,Jason Snelling,RB,27,14,0,0,0,0,0,0,87,324,3.72,2,51,44,303,6.89,3,2,,93,136.7,,39,,SnelJa00
136,Rashad Jennings,RB,25,13,3,0,0,0,0,0,84,459,5.46,4,35,26,223,8.58,0,0,,92,118.2,,40,,JennRa00
137,Kevin Walter,WR,29,16,16,0,0,0,0,0,0,0,,0,80,51,621,12.18,5,0,,92,143.1,,51,,WaltKe00
138,Derek Anderson,QB,27,12,9,169,327,2065,7,10,5,25,5.00,0,0,0,0,,0,6,2,91,91.1,,32,,AndeDe00
139,Justin Forsett,RB,25,16,5,0,0,0,0,0,118,523,4.43,2,51,33,252,7.64,0,0,,90,122.5,,41,,ForsJu00
140,Todd Heap,TE,30,13,13,0,0,0,0,0,0,0,,0,64,40,599,14.98,5,1,,90,129.9,,14,,HeapTo00
141,Colt McCoy,QB,24,8,8,135,222,1576,6,9,28,136,4.86,1,1,1,13,13.00,0,1,,90,90.9,,33,,McCoCo00
142,Vince Young,QB,27,9,8,93,156,1255,10,3,25,125,5.00,0,0,0,0,,0,6,4,89,88.7,,34,,YounVi00
143,Steve Breaston,WR,27,13,11,1,2,17,0,0,3,35,11.67,0,87,47,718,15.28,1,0,,88,135.0,,52,,BreaSt00
144,Mike Goodson,RB,23,16,3,0,0,0,0,0,103,452,4.39,3,57,40,310,7.75,0,6,3,88,128.2,,42,,GoodMi00
145,Jacob Tamme,TE,25,16,8,0,0,0,0,0,0,0,,0,93,67,631,9.42,4,0,,87,154.1,,15,,TammJa00
146,Mike Williams,WR,26,14,13,0,0,0,0,0,1,0,0.00,0,110,65,751,11.55,2,0,,87,152.1,,53,,WillMi03
147,Keiland Williams,RB,24,15,3,0,0,0,0,0,65,261,4.02,3,58,39,309,7.92,2,1,1,85,124.0,,43,,WillKe03
148,Joseph Addai,RB,27,8,7,0,0,0,0,0,116,495,4.27,4,26,19,124,6.53,0,2,1,84,102.9,,44,,AddaJo00
149,Eddie Royal,WR,24,16,10,0,0,0,0,0,6,61,10.17,0,105,59,627,10.63,3,4,2,83,141.8,,54,,RoyaEd00
150,Darren Sproles,RB,27,16,3,0,0,0,0,0,50,267,5.34,0,75,59,520,8.81,2,3,4,83,141.7,,45,,SproDa00
151,Donald Brown,RB,23,13,8,0,0,0,0,0,129,497,3.85,2,28,20,205,10.25,0,0,,82,102.2,,46,,BrowDo00
152,Josh Morgan,WR,25,16,11,0,0,0,0,0,2,17,8.50,0,80,44,698,15.86,2,2,1,82,125.5,,55,,MorgJo00
153,Kevin Boss,TE,26,15,13,0,0,0,0,0,0,0,,0,70,35,531,15.17,5,1,1,81,116.1,,16,,BossKe00
154,Maurice Morris,RB,31,14,7,0,0,0,0,0,90,336,3.73,5,31,25,170,6.80,0,1,,81,105.6,,47,,MorrMa00
155,Roy Williams,WR,29,15,9,0,0,0,0,0,0,0,,0,64,37,530,14.32,5,3,2,81,118.0,,56,,WillRo04
156,Lee Evans,WR,29,13,13,0,0,0,0,0,0,0,,0,84,37,578,15.62,4,2,1,80,116.8,,57,,EvanLe00
157,Donald Driver,WR,35,15,15,0,0,0,0,0,0,0,,0,85,51,565,11.08,4,1,1,79,129.5,,59,,DrivDo00
158,Ben Obomanu,WR,27,15,6,0,0,0,0,0,2,17,8.50,0,49,30,494,16.47,4,0,,79,109.1,,58,,ObomBe00
159,Brian Westbrook,RB,31,14,5,0,0,0,0,0,77,340,4.42,4,24,16,150,9.38,1,0,,79,95.0,,48,,WestBr00
160,Jordan Shipley,WR,25,15,4,0,0,0,0,0,0,0,,0,74,52,600,11.54,3,0,,78,130.0,,60,,ShipJo00
161,Anthony Fasano,TE,26,15,15,0,0,0,0,0,0,0,,0,60,39,528,13.54,4,0,,77,115.8,,17,,FasaAn00
162,Brandon Gibson,WR,23,14,12,0,0,0,0,0,3,28,9.33,0,91,53,620,11.70,2,0,,77,129.8,,63,,GibsBr00
163,Jacoby Jones,WR,26,15,7,0,0,0,0,0,2,7,3.50,0,78,51,562,11.02,3,1,,77,127.9,,62,,JoneJa03
164,Troy Smith,QB,26,6,6,73,145,1176,5,4,23,121,5.26,1,0,0,0,,0,6,,77,77.1,,35,,SmitTr02
165,Brandon Tate,WR,23,16,10,0,0,0,0,0,5,62,12.40,0,46,24,432,18.00,3,1,1,77,101.4,,61,,TateBr00
166,Willis McGahee,RB,29,15,2,0,0,0,0,0,100,380,3.80,5,17,14,55,3.93,1,2,2,76,89.5,,49,,McGaWi00
167,Earl Bennett,WR,23,14,3,0,0,0,0,0,2,9,4.50,0,71,46,561,12.20,3,1,,75,121.0,,65,,BennEa00
168,Brent Celek,TE,25,16,15,0,0,0,0,0,0,0,,0,79,42,511,12.17,4,0,,75,117.1,,18,,CeleBr00
169,Louis Murphy,WR,23,14,9,0,0,0,0,0,1,43,43.00,0,78,41,609,14.85,2,2,1,75,116.2,,64,,MurpLo00
170,Joel Dreessen,TE,28,16,10,0,0,0,0,0,0,0,,0,55,36,518,14.39,4,1,1,74,109.8,,19,,DreeJo00
171,John Kuhn,RB,28,16,2,0,0,0,0,0,84,281,3.35,4,18,15,97,6.47,2,1,,74,88.8,,50,,KuhnJo00
172,Tony Moeaki,TE,23,15,15,0,0,0,0,0,0,0,,0,73,47,556,11.83,3,0,,74,120.6,,20,,MoeaTo00
173,Jermaine Gresham,TE,22,15,10,0,0,0,0,0,0,0,,0,83,52,471,9.06,4,2,1,71,123.1,,21,,GresJe00
174,Steve Smith,WR,25,9,7,0,0,0,0,0,0,0,,0,75,48,529,11.02,3,0,,71,118.9,,66,,SmitSt02
175,David Gettis,WR,23,15,13,0,0,0,0,0,3,2,0.67,0,67,37,508,13.73,3,0,,69,106.0,,68,,GettDa00
176,Randy Moss,WR,33,16,11,0,0,0,0,0,0,0,,0,63,28,393,14.04,5,0,,69,97.3,,67,,MossRa00
177,Brian Hartline,WR,24,12,11,0,0,0,0,0,2,27,13.50,0,73,43,615,14.30,1,1,1,68,111.2,,69,,HartBr00
178,Greg Olsen,TE,25,16,13,0,0,0,0,0,0,0,,0,70,41,404,9.85,5,2,1,68,109.4,,22,,OlseGr00
179,Marcel Reece,RB,25,16,10,0,0,0,0,0,30,122,4.07,1,43,25,333,13.32,3,1,1,68,92.5,,51,,ReecMa00
180,Marion Barber III,RB,27,13,10,0,1,0,0,0,113,374,3.31,4,16,11,49,4.45,0,0,,66,77.3,,52,,BarbMa01
181,Jimmy Graham,TE,24,15,5,0,0,0,0,0,1,3,3.00,0,44,31,356,11.48,5,1,,66,96.9,,23,,GrahJi00
182,Blair White,WR,23,13,4,0,0,0,0,0,0,0,,0,57,36,355,9.86,5,1,,66,101.5,,70,,WhitBl00
183,Jason Avant,WR,27,16,3,0,0,0,0,0,0,0,,0,76,51,573,11.24,1,0,,65,116.3,,71,,AvanJa00
184,Visanthe Shiancoe,TE,30,16,9,0,0,0,0,0,0,0,,0,79,47,530,11.28,2,0,,65,112.0,,24,,ShiaVi00
185,Jordy Nelson,WR,25,16,4,0,0,0,0,0,0,0,,0,64,45,582,12.93,2,3,3,64,109.2,,73,,NelsJo00
186,Steve Smith Sr.,WR,31,14,14,0,0,0,0,0,1,9,9.00,0,100,46,554,12.04,2,3,2,64,110.3,,72,,SmitSt01
187,Deon Butler,WR,24,13,8,0,0,0,0,0,2,6,3.00,0,70,36,385,10.69,4,0,,63,99.1,,75,,ButlDe00
188,Michael Jenkins,WR,28,11,9,0,0,0,0,0,0,0,,0,73,41,505,12.32,2,0,,63,103.5,,76,,JenkMi00
189,Mohamed Massaquoi,WR,24,15,14,1,1,29,1,0,1,-3,-3.00,0,73,36,483,13.42,2,1,1,63,99.2,,74,,MassMo00
