Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
384,Bear Pascoe,TE,26,15,3,0,0,0,0,0,0,0,,0,9,4,35,8.75,1,0,0,10,13.5,,62,,PascBe00
385,Brian Robiskie,WR,25,6,0,0,0,0,0,0,0,0,,0,6,4,44,11.00,1,0,0,10,14.4,,144,,RobiBr00
386,Phillip Tanner,RB,24,14,0,0,0,0,0,0,25,61,2.44,0,5,4,41,10.25,0,0,0,10,14.2,,125,,TannPh00
387,David Ausberry,TE,25,16,0,0,0,0,0,0,0,0,,0,12,7,92,13.14,0,0,0,9,16.2,,64,,AusbDa00
388,Dorin Dickerson,RB,24,11,0,0,0,0,0,0,1,-8,-8.00,0,15,9,117,13.00,0,1,1,9,17.9,,127,,DickDo00
389,Daniel Fells,WR,29,13,4,0,0,0,0,0,0,0,,0,10,4,85,21.25,0,0,0,9,12.5,,149,,FellDa00
390,James Hanna,TE,23,16,2,0,0,0,0,0,0,0,,0,11,8,86,10.75,0,0,0,9,16.6,,66,,HannJa00
391,Todd Heap,TE,32,2,1,0,0,0,0,0,0,0,,0,13,8,94,11.75,0,0,0,9,17.4,,63,,HeapTo00
392,Colt McCoy,QB,26,3,0,9,17,79,1,0,4,15,3.75,0,0,0,0,,0,0,0,9,8.7,,53,,McCoCo00
393,Matt Moore,QB,28,2,0,11,19,131,1,0,5,-3,-0.60,0,3,0,0,,0,0,0,9,8.9,,52,,MoorMa01
394,Richard Murphy,RB,26,5,0,0,0,0,0,0,23,92,4.00,0,1,0,0,,0,0,0,9,9.2,,126,,MurpRi00
395,Matt Spaeth,TE,29,16,8,0,0,0,0,0,0,0,,0,10,6,28,4.67,1,0,0,9,14.8,,65,,SpaeMa00
396,Matt Willis,WR,28,15,0,0,0,0,0,0,0,0,,0,22,10,90,9.00,0,0,0,9,19.0,,148,,WillMa00
397,Nate Byham,TE,24,11,2,0,0,0,0,0,0,0,,0,4,3,18,6.00,1,0,0,8,10.8,,69,,ByhaNa00
398,Terrance Copper,WR,30,15,0,0,0,0,0,0,1,1,1.00,0,12,8,79,9.88,0,0,0,8,16.0,,151,,CoppTe00
399,Jason Hill,WR,27,4,0,0,0,0,0,0,0,0,,0,3,2,15,7.50,1,0,0,8,9.5,,152,,HillJa00
400,Michael Palmer,TE,24,13,2,0,0,0,0,0,0,0,,0,6,6,22,3.67,1,0,0,8,14.2,,68,,PalmMi00
401,DeVier Posey,WR,22,11,0,0,0,0,0,0,1,-3,-3.00,0,14,6,87,14.50,0,0,0,8,14.4,,150,,PoseDe00
402,Konrad Reuland,TE,25,16,3,0,0,0,0,0,0,0,,0,16,11,83,7.55,0,0,0,8,19.3,,67,,ReulKo00
403,Kahlil Bell,RB,26,7,0,0,0,0,0,0,29,76,2.62,0,2,2,13,6.50,0,1,1,7,8.9,,131,,BellKa00
404,Steve Breaston,WR,29,10,4,0,0,0,0,0,0,0,,0,15,7,74,10.57,0,1,0,7,14.4,,153,,BreaSt00
405,Rhett Ellison,RB,24,16,7,0,0,0,0,0,0,0,,0,9,7,65,9.29,0,0,0,7,13.5,,132,,ElliRh00
406,Jabar Gaffney,WR,32,3,0,0,0,0,0,0,0,0,,0,10,4,68,17.00,0,0,0,7,10.8,,156,,GaffJa00
407,Richard Gordon,TE,25,13,1,0,0,0,0,0,0,0,,0,7,2,9,4.50,1,0,0,7,8.9,,70,,GordRi00
408,Brandon Jackson,RB,27,2,0,0,0,0,0,0,8,54,6.75,0,4,2,20,10.00,0,0,0,7,9.4,,128,,JackBr00
409,Greg Jones,RB,31,12,4,0,0,0,0,0,5,8,1.60,0,14,11,64,5.82,0,0,0,7,18.2,,129,,JoneGr01
410,Le'Ron McClain,RB,28,16,9,0,0,0,0,0,14,42,3.00,0,10,8,29,3.63,0,0,0,7,15.1,,130,,McClLe00
411,Jamar Newsome,WR,25,6,2,0,0,0,0,0,0,0,,0,16,5,73,14.60,0,0,0,7,12.3,,154,,NewsJa00
412,Ben Obomanu,WR,29,8,0,0,0,0,0,0,1,11,11.00,0,9,4,58,14.50,0,0,0,7,10.9,,155,,ObomBe00
413,David Reed,WR,25,5,0,0,0,0,0,0,0,0,,0,6,5,66,13.20,0,0,0,7,11.6,,157,,ReedDa00
414,Cyrus Gray,RB,23,10,0,0,0,0,0,0,7,44,6.29,0,3,2,18,9.00,0,0,0,6,8.2,,133,,GrayCy00
415,Ladarius Green,WR,22,4,1,0,0,0,0,0,0,0,,0,4,4,56,14.00,0,0,0,6,9.6,,160,,GreeLa00
416,Virgil Green,TE,24,12,2,0,0,0,0,0,0,0,,0,6,5,63,12.60,0,0,0,6,11.3,,71,,GreeVi00
417,Lavelle Hawkins,WR,26,7,1,0,0,0,0,0,0,0,,0,11,5,62,12.40,0,0,0,6,11.2,,158,,HawkLa00
418,Lex Hilliard,RB,28,14,9,0,0,0,0,0,9,33,3.67,0,9,4,23,5.75,0,0,0,6,9.6,,136,,HillLe00
419,Deji Karim,,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,6,6.0,,135,,KariDe00
420,Chris Pressley,RB,26,14,7,0,0,0,0,0,0,0,,0,3,1,1,1.00,1,0,0,6,7.1,,134,,PresCh00
421,Michael Preston,WR,23,4,0,0,0,0,0,0,0,0,,0,6,5,59,11.80,0,0,0,6,10.9,,159,,PresMi00
422,D.J. Williams,TE,24,13,2,0,0,0,0,0,0,0,,0,15,7,57,8.14,0,0,0,6,12.7,,72,,WillD.00
423,Seyi Ajirotutu,WR,25,3,1,0,0,0,0,0,0,0,,0,4,3,45,15.00,0,0,0,5,7.5,,164,,AjirSe00
424,Brandon Banks,WR,25,12,0,0,0,0,0,0,7,36,5.14,0,8,8,15,1.88,0,4,0,5,13.1,,163,,BankBr00
425,Garrett Celek,TE,24,13,0,0,0,0,0,0,0,0,,0,7,4,51,12.75,0,0,0,5,9.1,,73,,CeleGa00
426,Josh Cribbs*,WR,29,16,2,0,0,0,0,0,6,42,7.00,0,11,7,63,9.00,0,6,3,5,11.5,,165,,CribJo01
427,Roy Helu,RB,24,3,0,0,0,0,0,0,2,2,1.00,0,7,7,45,6.43,0,0,0,5,11.7,,138,,HeluRo00
428,Quinn Johnson,RB,26,16,8,0,0,0,0,0,4,5,1.25,0,8,5,40,8.00,0,0,0,5,9.5,,139,,JohnQu00
429,Steve Maneri,TE,24,13,8,0,0,0,0,0,0,0,,0,12,5,51,10.20,0,0,0,5,10.1,,74,,ManeSt00
430,Randy McMichael,TE,33,16,10,0,0,0,0,0,0,0,,0,13,9,51,5.67,0,1,0,5,14.1,,75,,McMiRa01
431,David Paulson,TE,23,16,5,0,0,0,0,0,0,0,,0,11,7,51,7.29,0,1,0,5,12.1,,76,,PaulDa01
432,Isaiah Pead,RB,23,15,1,0,0,0,0,0,10,54,5.40,0,4,3,16,5.33,0,2,1,5,8.0,,137,,PeadIs00
433,Alex Smith,TE,30,12,2,0,0,0,0,0,0,0,,0,18,13,47,3.62,0,0,0,5,17.7,,77,,SmitAl02
434,Taylor Thompson,TE,23,16,4,0,0,0,0,0,0,0,,0,14,6,46,7.67,0,0,0,5,10.6,,78,,ThomTa00
435,Ryan Whalen,WR,23,9,0,0,0,0,0,0,0,0,,0,12,7,53,7.57,0,0,0,5,12.3,,161,,WhalRy00
436,Devon Wylie,WR,24,6,1,0,0,0,0,0,0,0,,0,12,6,53,8.83,0,0,0,5,11.3,,162,,WyliDe00
437,Kyle Adams,TE,24,15,2,0,0,0,0,0,0,0,,0,8,4,40,10.00,0,0,0,4,8.0,,80,,AdamKy00
438,Arrelious Benn,WR,24,8,1,0,0,0,0,0,3,16,5.33,0,6,4,26,6.50,0,1,0,4,8.2,,167,,BennAr00
439,Greg Camarillo,WR,30,5,0,0,0,0,0,0,0,0,,0,5,4,44,11.00,0,0,0,4,8.4,,166,,CamaGr00
440,John Carlson,TE,28,14,6,0,0,0,0,0,0,0,,0,14,8,43,5.38,0,0,0,4,12.3,,79,,CarlJo00
441,Toney Clemons,WR,24,4,0,0,0,0,0,0,0,0,,0,11,3,41,13.67,0,0,0,4,7.1,,169,,ClemTo00
442,Nate Eachus,RB,22,11,2,0,0,0,0,0,5,18,3.60,0,3,1,19,19.00,0,0,0,4,4.7,,141,,EachNa00
443,Jerome Felton*,RB,26,16,7,0,0,0,0,0,0,0,,0,4,3,35,11.67,0,0,0,4,6.5,,142,,FeltJe00
444,Charly Martin,WR,28,4,1,0,0,0,0,0,0,0,,0,6,4,42,10.50,0,0,0,4,8.2,,168,,MartCh00
445,Ruvell Martin,WR,30,14,0,0,0,0,0,0,0,0,,0,6,4,41,10.25,0,0,0,4,8.1,,170,,MartRu00
446,Bernard Scott,RB,28,2,0,0,0,0,0,0,8,35,4.38,0,0,0,0,,0,0,0,4,3.5,,143,,ScotBe00
447,Anthony Sherman,RB,24,13,4,0,0,0,0,0,0,0,,0,8,5,39,7.80,0,0,0,4,8.9,,140,,SherAn00
448,Kris Adams,WR,25,3,0,0,0,0,0,0,0,0,,0,8,2,26,13.00,0,0,0,3,4.6,,177,,AdamKr00
449,Jarrett Boykin,WR,23,10,0,0,0,0,0,0,0,0,,0,6,5,27,5.40,0,0,0,3,7.7,,175,,BoykJa00
450,Travaris Cadet,RB,23,13,0,0,0,0,0,0,1,5,5.00,0,8,5,44,8.80,0,1,1,3,7.9,,146,,CadeTr00
451,Andre Caldwell,WR,27,8,0,0,0,0,0,0,1,14,14.00,0,4,1,18,18.00,0,0,0,3,4.2,,171,,CaldAn00
452,Ben Hartsock,TE,32,15,5,0,0,0,0,0,0,0,,0,3,2,30,15.00,0,0,0,3,5.0,,83,,HartBe00
453,Jerrel Jernigan,WR,23,9,0,0,0,0,0,0,1,6,6.00,0,5,3,22,7.33,0,1,0,3,5.8,,174,,JernJe00
454,Taiwan Jones,RB,24,14,0,0,0,0,0,0,6,21,3.50,0,2,2,11,5.50,0,1,0,3,5.2,,145,,JoneTa00
455,Jermaine Kearse,WR,22,7,1,0,0,0,0,0,0,0,,0,7,3,31,10.33,0,0,0,3,6.1,,172,,KearJe01
456,Matt Leinart,QB,29,2,0,16,33,115,0,1,0,0,,0,0,0,0,,0,0,0,3,2.6,,55,,LeinMa00
457,Mike McNeill,TE,24,14,1,0,0,0,0,0,0,0,,0,7,4,31,7.75,0,0,0,3,7.1,,81,,McNeMi00
458,David Nelson,TE,26,1,1,0,0,0,0,0,0,0,,0,5,2,31,15.50,0,0,0,3,5.1,,82,,NelsDa01
459,Javon Ringer,RB,25,2,0,0,0,0,0,0,2,14,7.00,0,5,3,12,4.00,0,0,0,3,5.6,,147,,RingJa00
460,Deonte Thompson,WR,23,6,0,0,0,0,0,0,0,0,,0,6,5,51,10.20,0,1,1,3,8.1,,173,,ThomDe04
461,Eric Weems,WR,27,16,1,0,0,0,0,0,0,0,,0,4,2,27,13.50,0,1,0,3,4.7,,176,,WeemEr00
462,Johnny White,RB,24,7,0,0,0,0,0,0,8,34,4.25,0,0,0,0,,0,0,0,3,3.4,,144,,WhitJo01
463,T.J. Yates,QB,25,4,0,4,10,38,0,1,2,-1,-0.50,1,0,0,0,,0,2,1,3,3.4,,54,,YateT.00
464,Derek Anderson,QB,29,2,0,4,4,58,0,0,0,0,,0,0,0,0,,0,0,0,2,2.3,,57,,AndeDe00
465,Dezmon Briscoe,WR,23,7,0,0,0,0,0,0,1,1,1.00,0,5,2,22,11.00,0,0,0,2,4.3,,179,,BrisDe00
466,Chase Daniel,QB,26,16,0,1,1,10,0,0,3,17,5.67,0,0,0,0,,0,0,0,2,2.1,,59,,DaniCh00
467,Jim Dray,TE,26,13,0,0,0,0,0,0,0,0,,0,2,2,15,7.50,0,0,0,2,3.5,,87,,DrayJi00
468,Matt Flynn,QB,27,3,0,5,9,68,0,0,4,-5,-1.25,0,0,0,0,,0,0,0,2,2.2,,58,,FlynMa00
469,Mardy Gilyard,WR,26,8,0,0,0,0,0,0,0,0,,0,6,2,15,7.50,0,0,0,2,3.5,,180,,GilyMa00
470,Bruce Gradkowski,QB,29,2,0,5,11,65,0,0,4,-2,-0.50,0,0,0,0,,0,1,0,2,2.4,,56,,GradBr00
471,Cory Harkey,RB,22,5,0,0,0,0,0,0,0,0,,0,2,1,21,21.00,0,0,0,2,3.1,,149,,HarkCo00
472,Kregg Lumpkin,RB,28,5,0,0,0,0,0,0,9,42,4.67,0,2,0,0,,0,1,1,2,2.2,,148,,LumpKr00
473,Collin Mooney,RB,26,2,0,0,0,0,0,0,5,19,3.80,0,0,0,0,,0,0,0,2,1.9,,151,,MoonCo00
474,Jake O'Connell,TE,27,8,0,0,0,0,0,0,0,0,,0,3,3,18,6.00,0,0,0,2,4.8,,85,,OConJa00
475,Dan Orlovsky,QB,29,1,0,4,7,51,0,0,0,0,,0,0,0,0,,0,0,0,2,2.0,,60,,OrloDa00
476,Chris Owusu,WR,22,5,0,0,0,0,0,0,0,0,,0,4,1,24,24.00,0,0,0,2,3.4,,178,,OwusCh00
477,Evan Rodriguez,TE,24,12,5,0,0,0,0,0,0,0,,0,8,4,21,5.25,0,0,0,2,6.1,,84,,RodrEv00
478,Weslye Saunders,TE,23,11,4,0,0,0,0,0,0,0,,0,4,2,15,7.50,0,0,0,2,3.5,,88,,SaunWe00
479,Alfonso Smith,RB,25,11,0,0,0,0,0,0,0,0,,0,3,2,21,10.50,0,0,0,2,4.1,,150,,SmitAl22
480,Hayden Smith,TE,27,5,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,0,0,2,2.6,,86,,SmitHa01
481,Anthony Armstrong,WR,29,6,0,0,0,0,0,0,0,0,,0,9,3,12,4.00,0,0,0,1,4.2,,183,,ArmsAn00
482,Matt Asiata,RB,25,16,0,0,0,0,0,0,3,9,3.00,0,1,1,2,2.00,0,0,0,1,2.1,,154,,AsiaMa00
483,LaRon Byrd,WR,23,4,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,1,1.8,,186,,ByrdLa00
484,Shaun Chapas,RB,24,3,1,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,0,1,1.6,,164,,ChapSh00
485,Chase Coffman,TE,26,5,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,0,1,2.2,,90,,CoffCh00
486,Austin Collie,WR,27,1,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,1,1.6,,190,,CollAu00
487,Chris Cooley,TE,30,9,2,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,0,1,1.8,,93,,CoolCh00
488,Trent Edwards,QB,29,1,0,2,2,14,0,0,0,0,,0,1,0,0,,0,0,0,1,0.6,,63,,EdwaTr01
489,Tommy Gallarda,TE,24,9,0,0,0,0,0,0,0,0,,0,4,1,7,7.00,0,0,0,1,1.7,,94,,GallTo00
490,David Gilreath,WR,24,3,0,0,0,0,0,0,1,7,7.00,0,2,0,0,,0,0,0,1,0.7,,187,,GilrDa00
491,Jonathan Grimes,RB,23,9,0,0,0,0,0,0,2,6,3.00,0,2,2,7,3.50,0,0,0,1,3.3,,152,,GrimJo01
492,Chris Gronkowski,RB,26,14,0,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,0,1,2.1,,155,,GronCh00
493,Dan Herron,RB,23,3,0,0,0,0,0,0,4,5,1.25,0,1,0,0,,0,0,0,1,0.5,,165,,HerrDa00
494,Andre Holmes,WR,24,7,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,0,0,1,3.1,,184,,HolmAn00
495,Robert Hughes,RB,23,5,1,0,0,0,0,0,1,5,5.00,0,1,1,3,3.00,0,0,0,1,1.8,,158,,HughRo00
496,Brandon Jacobs,RB,30,2,0,0,0,0,0,0,5,7,1.40,0,0,0,0,,0,0,0,1,0.7,,162,,JacoBr00
497,Dominique Jones,RB,25,4,1,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,1,1.8,,159,,JoneDo01
498,Stefan Logan,RB,31,16,0,0,0,0,0,0,3,17,5.67,0,7,6,28,4.67,0,6,2,1,6.5,,166,,LogaSt00
499,Reagan Maui'a,RB,28,3,1,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,1,1.7,,163,,MauiRe00
500,Corey McIntyre,RB,33,16,3,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,0,1,1.9,,156,,McInCo00
501,Evan Moore,TE,27,15,1,0,0,0,0,0,0,0,,0,8,1,6,6.00,0,0,0,1,1.6,,95,,MoorEv00
502,Preston Parker,WR,25,2,0,0,0,0,0,0,1,7,7.00,0,2,0,0,,0,0,0,1,0.7,,188,,ParkPr00
503,Lousaka Polite,RB,31,6,5,0,0,0,0,0,0,0,,0,7,1,8,8.00,0,0,0,1,1.8,,160,,PoliLo00
504,Zach Potter,TE,26,16,5,0,0,0,0,0,0,0,,0,7,2,6,3.00,0,0,0,1,2.6,,96,,PottZa99
505,Allen Reisner,TE,24,4,0,0,0,0,0,0,0,0,,0,2,1,13,13.00,0,0,0,1,2.3,,89,,ReisAl00
506,Courtney Roby,WR,29,13,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,0,1,1.9,,185,,RobyCo00
507,Dane Sanzenbacher,WR,24,5,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,0,1,1.7,,189,,SanzDa00
508,Da'Rel Scott,RB,24,4,0,0,0,0,0,0,6,9,1.50,0,0,0,0,,0,0,0,1,0.9,,157,,ScotDa01
509,Rusty Smith,QB,25,1,0,3,5,34,0,0,0,0,,0,0,0,0,,0,0,0,1,1.4,,61,,SmitRu01
510,Isaiah Stanback,WR,28,6,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,1,1.6,,191,,StanIs00
511,Sammie Stroughter,WR,26,2,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,0,1,2.4,,181,,StroSa00
512,Will Ta'ufo'ou,RB,26,6,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,0,1,1.5,,167,,TaufWi00
513,Ryan Taylor,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,0,1,2.1,,92,,TaylRy00
514,Tyler Thigpen,QB,28,4,0,3,5,30,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,1,1.1,,62,,ThigTy00
515,Jordan Todman,RB,22,1,0,0,0,0,0,0,3,8,2.67,0,1,1,0,0.00,0,0,0,1,1.8,,161,,TodmJo00
516,Jordan White,WR,24,3,0,0,0,0,0,0,0,0,,0,3,1,13,13.00,0,0,0,1,2.3,,182,,WhitJo02
517,Keiland Williams,RB,26,14,0,0,0,0,0,0,2,3,1.50,0,2,2,9,4.50,0,0,0,1,3.2,,153,,WillKe03
518,Kellen Winslow,TE,29,1,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,0,0,1,2.2,,91,,WinsKe01
519,Kamar Aiken,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,192,,AikeKa00
520,Joe Anderson,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,193,,AndeJo00
521,Billy Bajema,,30,8,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,98,,BajeBi00
522,Brandon Barden,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,99,,BardBr00
523,Travis Beckum,,25,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,100,,BeckTr00
524,Josh Bellamy,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,194,,BellJo02
525,Allen Bradford,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,169,,BradAl00
526,Richie Brockel,,26,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,1,,BrocRi00
527,Mike Brown,,23,2,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,195,,BrowMi00
528,Deon Butler,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,196,,ButlDe00
529,David Carr,QB,33,2,0,2,3,19,0,0,3,-3,-1.00,0,0,0,0,,0,1,0,,0.5,,64,,CarrDa00
530,Kellen Clemens,QB,29,2,0,1,3,39,0,1,2,5,2.50,0,0,0,0,,0,1,0,,0.1,,65,,ClemKe00
531,Colin Cloherty,,25,1,0,,,,,,,,,,,,,,,,,,,,116,,ClohCo00
532,Kevin Cone,,24,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,197,,ConeKe00
533,John Conner,,25,5,2,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,,,,170,,ConnJo00
534,Quan Cosby,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,198,,CosbQu00
535,Mike Cox,RB,27,8,7,0,0,0,0,,0,0,,0,3,3,22,7.33,0,0,,,,,179,,Cox_Mi20
536,David Douglas,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,199,,DougDa01
537,Michael Egnew,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,101,,EgneMi00
538,Darren Evans,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,171,,EvanDa00
539,Terrance Ganaway,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,172,,GanaTe00
540,David Gettis,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,200,,GettDa00
541,Richard Goodman,,25,7,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,,,,201,,GoodRi00
542,Daniel Graham,,34,6,0,,,,,,,,,,0,,,,,,,,,,117,,GrahDa00
543,Chad Hall,,26,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,,,,202,,HallCh00
544,Clark Harris,,28,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,,,,102,,HarrCl20
545,Junior Hemingway,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,203,,HemiJu00
546,Michael Higgins,TE,25,2,1,0,0,0,0,0,0,0,,0,1,1,-3,-3.00,0,0,0,,0.7,,114,,HiggMi00
547,Emil Igwenagu,,23,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,3,,IgweEm00
548,Jerrell Jackson,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,,,,204,,JackJe00
549,A.J. Jenkins,,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,205,,JenkA.00
550,Brian Jennings,,36,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,,,,103,,JennBr00
551,Mike Leach,,36,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,,,104,,LeacMi00
552,Owen Marecic,,24,10,2,0,0,0,0,0,0,0,,0,5,0,0,,0,,0,,,,4,,MareOw00
553,Jeron Mastrud,,25,14,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,105,,MastJe20
554,Luke McCown,QB,31,2,0,0,0,0,0,0,2,-3,-1.50,0,0,0,0,,0,0,0,,-0.3,,68,,McCoLu00
555,Sean McGrath,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,106,,McGrSe00
556,Marvin McNutt,,23,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,,,,206,,McNuMa00
557,Legedu Naanee,WR,29,4,1,0,0,0,0,0,0,0,,0,5,1,19,19.00,0,1,1,,0.9,,214,,NaanLe00
558,Danny Noble,,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,107,,NoblDa00
559,Jamize Olawale,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,5,,OlawJa00
560,Kassim Osgood,,32,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,207,,OsgoKa00
561,Nathan Palmer,WR,23,5,0,0,0,0,0,0,0,0,,0,4,1,-4,-4.00,0,0,0,,0.6,,215,,PalmNa00
562,Roscoe Parrish,,30,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,,,,208,,ParrRo00
563,Chris Polk,,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,173,,PolkCh00
564,Adrien Robinson,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,108,,RobiAd00
565,Brandon Saine,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,174,,SainBr00
566,Greg Salas,,24,1,0,,,,,,,,,,,,,,,,,,,,218,,SalaGr00
567,Owen Schmitt,RB,27,13,4,0,0,0,0,0,2,1,0.50,0,0,0,0,,0,0,0,,0.1,,168,,SchmOw00
568,Visanthe Shiancoe,,32,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,109,,ShiaVi00
569,Matthew Slater*,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,209,,SlatMa00
570,Brad Smelley,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,,1.3,,97,,SmelBr00
571,Antone Smith,,27,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,175,,SmitAn01
572,Armond Smith,RB,26,4,0,0,0,0,0,0,3,0,0.00,0,0,0,0,,0,0,0,,,,176,,SmitAr00
573,Michael Smith,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,177,,SmitMi01
574,Justin Snow,,36,8,0,,,,,,,,,,,,,,,,,,,,118,,SnowJu00
575,Nate Solder,,24,16,16,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,110,,SoldNa00
576,Stephen Spach,,30,1,0,,,,,,,,,,,,,,,,,,,,119,,SpacSt00
577,Kory Sperry,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,111,,SperKo00
578,Maurice Stovall,,27,10,1,,,,,,,,,,0,,,,,,0,,,,219,,StovMa00
579,Julius Thomas,,24,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,112,,ThomJu00
580,Ryan Torain,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,178,,ToraRy00
581,Patrick Turner,,25,2,0,0,0,0,0,0,0,0,,0,5,0,0,,0,,0,,,,210,,TurnPa00
582,Joe Webb,QB,26,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,,-0.1,,67,,WebbJo00
583,Chris Williams,,27,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,211,,WillCh03
584,LaQuan Williams,,24,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,212,,WillLa01
585,George Wilson,,31,16,16,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,213,,WilsGe01
586,Will Yeatman,,24,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,113,,YeatWi00
587,Dedrick Epps,TE,24,3,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1,-1,-0.1,,115,,EppsDe00
588,Ted Ginn Jr.,WR,27,13,0,0,0,0,0,0,1,7,7.00,0,2,2,1,0.50,0,4,1,-1,0.8,,216,,GinnTe00
589,Brock Osweiler,QB,22,5,0,2,4,12,0,0,8,-13,-1.63,0,0,0,0,,0,0,0,-1,-0.8,,69,,OsweBr00
590,Graham Harrell,QB,27,4,0,2,4,20,0,0,4,-3,-0.75,0,0,0,0,,0,1,1,-2,-1.5,,70,,HarrGr00
