Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
187,Robert Griffin III,QB,26,5,5,87,147,886,2,3,31,190,6.13,2,0,0,0,,0,4,1,66,66.4,,35,,GrifRo01
188,Allen Hurns,WR,25,11,11,0,0,0,0,0,0,0,,0,76,35,477,13.63,3,1,0,66,100.7,,75,,HurnAl01
189,Jeremy Maclin,WR,28,12,12,0,1,0,0,0,1,-1,-1.00,0,76,44,536,12.18,2,0,0,66,109.5,,76,,MaclJe00
190,Charcandrick West,RB,25,15,2,0,0,0,0,0,88,293,3.33,1,34,28,188,6.71,2,0,0,66,94.1,,55,,WestCh01
191,John Brown,WR,26,15,6,0,0,0,0,0,1,10,10.00,0,73,39,517,13.26,2,1,0,65,103.7,,77,,BrowJo02
192,Malcolm Mitchell,WR,24,14,6,0,0,0,0,0,0,0,,0,48,32,401,12.53,4,0,0,64,96.1,,79,,MitcMa01
193,Tajae Sharpe,WR,22,16,10,0,0,0,0,0,1,1,1.00,0,83,41,522,12.73,2,0,0,64,105.3,,78,,SharTa00
194,Victor Cruz,WR,30,15,12,0,0,0,0,0,0,0,,0,72,39,586,15.03,1,1,1,63,101.6,,81,,CruzVi00
195,Devin Funchess,WR,22,15,7,0,0,0,0,0,0,0,,0,58,23,371,16.13,4,0,0,63,86.1,,80,,FuncDe00
196,Vance McDonald,TE,26,11,11,0,0,0,0,0,0,0,,0,45,24,391,16.29,4,0,0,63,87.1,,25,,McDoVa00
197,Thomas Rawls,RB,23,9,7,0,0,0,0,0,109,349,3.20,3,17,13,96,7.38,0,0,0,63,75.5,,56,,RawlTh00
198,Paul Perkins,RB,22,14,1,0,0,0,0,0,112,456,4.07,0,24,15,162,10.80,0,1,0,62,76.8,,57,,PerkPa00
199,Marquise Goodwin,WR,26,15,9,0,0,0,0,0,0,0,,0,68,29,431,14.86,3,0,0,61,90.1,,82,,GoodMa00
200,Kendall Wright,WR,27,11,4,0,0,0,0,0,1,15,15.00,0,42,29,416,14.34,3,0,0,61,90.1,,83,,WrigKe01
201,Corey Coleman,WR,22,10,10,0,0,0,0,0,2,10,5.00,0,73,33,413,12.52,3,0,0,60,93.3,,84,,ColeCo00
202,Lance Kendricks,TE,28,16,16,0,0,0,0,0,0,0,,0,87,50,499,9.98,2,1,1,60,109.9,,26,,KendLa00
203,Rex Burkhead,RB,26,16,1,0,0,0,0,0,74,344,4.65,2,20,17,145,8.53,0,1,1,59,75.9,,58,,BurkRe00
204,Sammie Coates,WR,23,14,5,0,0,0,0,0,4,14,3.50,0,49,21,435,20.71,2,0,0,57,77.9,,86,,CoatSa00
205,Jermaine Kearse,WR,26,16,15,0,0,0,0,0,0,0,,0,89,41,510,12.44,1,0,0,57,98.0,,85,,KearJe01
206,Matt Moore,QB,32,4,3,55,87,721,8,3,1,-1,-1.00,0,0,0,0,,0,1,0,55,54.7,,36,,MoorMa01
207,Eddie Royal,WR,30,9,1,0,0,0,0,0,0,0,,0,43,33,369,11.18,2,2,0,55,87.9,,88,,RoyaEd00
208,Sammy Watkins,WR,23,8,8,0,0,0,0,0,0,0,,0,52,28,430,15.36,2,0,0,55,83.0,,87,,WatkSa00
209,Travaris Cadet,RB,27,15,1,0,0,0,0,0,4,19,4.75,0,54,40,281,7.03,4,0,0,54,94.0,,60,,CadeTr00
210,Ryan Griffin,TE,26,16,5,0,0,0,0,0,0,0,,0,74,50,442,8.84,2,1,1,54,104.2,,27,,GrifRy00
211,Jeremy Langford,RB,25,12,3,0,0,0,0,0,62,200,3.23,4,27,19,142,7.47,0,2,2,54,73.2,,59,,LangJe00
212,Clive Walford,TE,25,15,8,0,0,0,0,0,0,0,,0,52,33,359,10.88,3,0,0,54,86.9,,28,,WalfCl00
213,Chris Conley,WR,24,16,11,0,0,0,0,0,0,0,,0,69,44,530,12.05,0,1,0,53,97.0,,89,,ConlCh00
214,Jared Goff,QB,22,7,7,112,205,1089,5,7,8,16,2.00,1,0,0,0,,0,5,2,53,53.2,,37,,GoffJa00
215,Nelson Agholor,WR,23,15,14,0,0,0,0,0,5,14,2.80,0,69,36,365,10.14,2,1,0,52,87.9,,90,,AghoNe00
216,Jesse James,TE,22,16,13,0,0,0,0,0,0,0,,0,60,39,338,8.67,3,0,0,52,90.8,,30,,JameJe00
217,Josh McCown,QB,37,5,3,90,165,1100,6,6,7,21,3.00,0,0,0,0,,0,7,4,52,52.1,,38,,McCoJo01
218,Julius Thomas,TE,28,9,6,0,0,0,0,0,0,0,,0,51,30,281,9.37,4,0,0,52,82.1,,29,,ThomJu00
219,Garrett Celek,TE,28,16,6,0,0,0,0,0,0,0,,0,50,29,350,12.07,3,2,1,51,80.0,,32,,CeleGa00
220,Dorial Green-Beckham,WR,23,15,7,0,0,0,0,0,0,0,,0,74,36,392,10.89,2,0,0,51,87.2,,91,,GreeDo00
221,Jermaine Gresham,TE,28,16,14,0,0,0,0,0,0,0,,0,61,37,391,10.57,2,1,0,51,88.1,,31,,GresJe00
222,Albert Wilson,WR,24,16,5,0,0,0,0,0,2,50,25.00,1,51,31,279,9.00,2,0,0,51,81.9,,92,,WilsAl02
223,Alfred Blue,RB,25,14,2,0,0,0,0,0,100,420,4.20,1,16,12,40,3.33,0,2,1,50,62.0,,61,,BlueAl00
224,Andrew Hawkins,WR,30,16,5,0,0,0,0,0,2,0,0.00,0,54,33,324,9.82,3,0,0,50,83.4,,93,,HawkAn00
225,Dion Sims,TE,25,14,11,0,0,0,0,0,0,0,,0,35,26,256,9.85,4,0,0,50,75.6,,33,,SimsDi00
226,Jay Cutler,QB,33,5,5,81,137,1059,4,5,5,24,4.80,0,0,0,0,,0,6,2,47,46.8,,39,,CutlJa00
227,Russell Shepard,WR,26,14,4,0,0,0,0,0,1,9,9.00,0,40,23,341,14.83,2,0,0,47,70.0,,94,,ShepRu00
228,Wendell Smallwood,RB,22,13,3,0,0,0,0,0,77,312,4.05,1,13,6,55,9.17,0,1,1,47,52.7,,63,,SmalWe00
229,Fozzy Whittaker,RB,27,16,0,0,0,0,0,0,57,265,4.65,0,33,25,226,9.04,0,1,1,47,72.1,,62,,WhitFo00
230,Danny Amendola,WR,31,12,4,0,0,0,0,0,0,0,,0,29,23,243,10.57,4,3,1,46,69.3,,95,,AmenDa00
231,Brandon Coleman,WR,24,16,4,0,0,0,0,0,0,0,,0,38,26,281,10.81,3,0,0,46,72.1,,96,,ColeBr00
232,Will Tye,TE,25,16,10,0,0,0,0,0,0,0,,0,70,48,395,8.23,1,0,0,46,93.5,,34,,TyexWi00
233,Austin Hooper,TE,22,14,3,0,0,0,0,0,0,0,,0,27,19,271,14.26,3,0,0,45,64.1,,35,,HoopAu00
234,Jamize Olawale,RB,27,16,7,0,0,0,0,0,17,47,2.76,2,14,12,227,18.92,1,0,0,45,57.4,,64,,OlawJa00
235,Torrey Smith,WR,27,12,12,0,0,0,0,0,0,0,,0,49,20,267,13.35,3,0,0,45,64.7,,97,,SmitTo02
236,Justin Hardy,WR,25,16,3,0,0,0,0,0,0,0,,0,31,21,203,9.67,4,0,0,44,65.3,,98,,HardJu00
237,C.J. Prosise,RB,22,6,2,0,0,0,0,0,30,172,5.73,1,19,17,208,12.24,0,0,0,44,61.0,,65,,ProsC.00
238,Charles Sims,RB,26,7,2,0,0,0,0,0,51,149,2.92,1,32,24,190,7.92,1,1,1,44,67.9,,66,,SimsCh00
239,Justin Hunter,WR,25,13,5,0,0,0,0,0,0,0,,0,23,10,189,18.90,4,0,0,43,52.9,,99,,HuntJu00
240,Jared Cook,TE,29,10,5,0,0,0,0,0,0,0,,0,51,30,377,12.57,1,1,1,42,71.7,,36,,CookJa02
241,Justin Forsett,RB,31,9,6,0,0,0,0,0,87,291,3.34,1,27,20,85,4.25,0,2,1,42,61.6,,67,,ForsJu00
242,Kenyan Drake,RB,22,16,1,0,0,0,0,0,33,179,5.42,2,10,9,46,5.11,0,1,0,41,49.5,,69,,DrakKe00
243,John Kuhn,RB,34,16,3,0,0,0,0,0,18,37,2.06,4,20,16,70,4.38,1,0,0,41,56.7,,68,,KuhnJo00
244,Quinton Patton,WR,26,14,14,0,0,0,0,0,0,0,,0,63,37,408,11.03,0,1,0,41,77.8,,100,,PattQu00
245,Brice Butler,WR,26,16,3,0,0,0,0,0,0,0,,0,32,16,219,13.69,3,0,0,40,55.9,,101,,ButlBr00
246,James Starks,RB,30,9,4,0,0,0,0,0,63,145,2.30,0,25,19,134,7.05,2,1,0,40,58.9,,70,,StarJa00
247,Kamar Aiken,WR,27,16,6,0,0,0,0,0,0,0,,0,50,29,328,11.31,1,0,0,39,67.8,,102,,AikeKa00
248,Trey Burton,TE,25,15,4,0,0,0,0,0,0,0,,0,60,37,327,8.84,1,0,0,39,75.7,,39,,BurtTr01
249,Eddie Lacy,RB,26,5,5,0,0,0,0,0,71,360,5.07,0,7,4,28,7.00,0,0,0,39,42.8,,71,,LacyEd00
250,Richard Rodgers,TE,24,16,6,0,0,0,0,0,0,0,,0,47,30,271,9.03,2,0,0,39,69.1,,37,,RodgRi00
251,Jacob Tamme,TE,31,8,5,0,0,0,0,0,0,0,,0,31,22,210,9.55,3,0,0,39,61.0,,38,,TammJa00
252,Dwayne Washington,RB,22,12,2,0,0,0,0,0,90,265,2.94,1,15,10,62,6.20,0,0,0,39,48.7,,72,,WashDw00
253,Josh Bellamy,WR,27,16,2,0,0,0,0,0,4,37,9.25,0,38,19,282,14.84,1,0,0,38,56.9,,103,,BellJo02
254,Dion Lewis,RB,26,7,5,0,0,0,0,0,64,283,4.42,0,24,17,94,5.53,0,1,0,38,54.7,,73,,LewiDi00
255,Aaron Ripkowski,RB,24,16,8,0,0,0,0,0,34,150,4.41,2,10,9,46,5.11,1,0,0,38,46.6,,74,,RipkAa00
256,Levine Toilolo,TE,25,16,11,0,0,0,0,0,0,0,,0,19,13,264,20.31,2,0,0,38,51.4,,40,,ToilLe00
257,Kyle Juszczyk*,RB,25,16,7,0,0,0,0,0,5,22,4.40,1,49,37,266,7.19,0,0,0,37,73.8,,76,,JuszKy00
258,Alfred Morris,RB,28,14,0,0,0,0,0,0,69,243,3.52,2,6,3,11,3.67,0,0,0,37,40.4,,75,,MorrAl00
259,Ladarius Green,TE,26,6,2,0,0,0,0,0,0,0,,0,34,18,304,16.89,1,0,0,36,54.4,,41,,GreeLa00
260,Erik Swoope,TE,24,16,4,0,0,0,0,0,0,0,,0,22,15,297,19.80,1,0,0,36,50.7,,42,,SwooEr00
261,Jimmy Garoppolo,QB,25,6,2,43,63,502,4,0,10,6,0.60,0,1,1,3,3.00,0,2,1,35,36.0,,40,,GaroJi00
262,Cobi Hamilton,WR,26,11,8,0,0,0,0,0,0,0,,0,28,17,234,13.76,2,0,0,35,52.4,,104,,HamiCo00
263,Darrius Heyward-Bey,WR,29,10,0,0,0,0,0,0,1,60,60.00,1,19,6,114,19.00,2,0,0,35,41.4,,105,,HeywDa00
264,Paul Richardson,WR,24,15,0,0,0,0,0,0,1,5,5.00,0,36,21,288,13.71,1,0,0,35,56.3,,106,,RichPa01
265,Andre Roberts,WR,28,16,1,0,0,0,0,0,0,0,,0,25,14,188,13.43,1,2,1,35,48.8,,108,,RobeAn00
266,Deonte Thompson,WR,27,16,6,0,0,0,0,0,0,0,,0,36,22,249,11.32,2,1,1,35,56.9,,107,,ThomDe04
267,Landry Jones,QB,27,8,2,53,86,558,4,2,6,-4,-0.67,0,0,0,0,,0,0,0,34,33.9,,41,,JoneLa02
268,Bryan Walters,WR,29,10,3,0,0,0,0,0,1,4,4.00,0,34,24,231,9.63,2,1,1,34,57.5,,109,,WaltBr00
269,Geronimo Allison,WR,22,10,2,0,0,0,0,0,0,0,,0,22,12,202,16.83,2,0,0,32,44.2,,110,,AlliGe01
270,Corey Brown,WR,25,16,8,0,0,0,0,0,2,6,3.00,0,53,27,276,10.22,1,1,1,32,59.2,,111,,BrowPh00
271,Corey Grant,RB,25,11,1,0,0,0,0,0,32,164,5.13,1,7,4,35,8.75,1,0,0,32,35.9,,77,,GranCo00
272,Bryce Petty,QB,25,6,4,75,133,809,3,7,5,19,3.80,0,0,0,0,,0,1,1,32,32.3,,42,,PettBr01
273,Peyton Barber,RB,22,15,1,0,0,0,0,0,55,223,4.05,1,6,5,28,5.60,0,0,0,31,36.1,,78,,BarbPe01
274,Eric Decker,WR,29,3,3,0,0,0,0,0,0,0,,0,21,9,194,21.56,2,0,0,31,40.4,,112,,DeckEr00
275,Rod Streater,WR,28,16,2,0,0,0,0,0,0,0,,0,27,18,191,10.61,2,0,0,31,49.1,,113,,StreRo00
276,Jordan Taylor,WR,24,16,0,0,0,0,0,0,0,0,,0,25,16,209,13.06,2,1,1,31,46.9,,114,,TaylJo01
277,Virgil Green,TE,28,12,11,0,0,0,0,0,0,0,,0,37,22,237,10.77,1,0,0,30,51.7,,43,,GreeVi00
278,Kenjon Barner,RB,27,13,0,0,0,0,0,0,27,129,4.78,2,11,5,42,8.40,0,0,0,29,34.1,,79,,BarnKe00
279,C.J. Uzomah,TE,23,10,8,0,0,0,0,0,0,0,,0,38,25,234,9.36,1,0,0,29,54.4,,44,,UzomC.00
280,Cameron Artis-Payne,RB,26,3,3,0,0,0,0,0,36,144,4.00,2,1,1,11,11.00,0,0,0,28,28.5,,81,,ArtiCa00
281,Jacoby Brissett,QB,24,3,2,34,55,400,0,0,16,83,5.19,1,0,0,0,,0,3,1,28,28.3,,44,,BrisJa00
282,Nick Foles,QB,27,3,1,36,55,410,3,0,4,-4,-1.00,0,0,0,0,,0,0,0,28,28.0,,45,,FoleNi00
283,Paxton Lynch,QB,22,3,2,49,83,497,2,1,11,25,2.27,0,0,0,0,,0,2,0,28,28.4,,43,,LyncPa00
284,Tanner McEvoy,WR,23,14,0,1,1,43,0,0,0,0,,0,11,9,140,15.56,2,0,0,28,36.7,,115,,McEvTa01
285,Kerwynn Williams,RB,25,10,0,0,0,0,0,0,18,157,8.72,2,2,1,6,6.00,0,0,0,28,29.3,,80,,WillKe05
286,Bennie Fowler,WR,25,13,0,0,0,0,0,0,0,0,,0,24,11,145,13.18,2,0,0,27,37.5,,117,,FowlBe00
287,DuJuan Harris,RB,28,10,1,0,0,0,0,0,38,138,3.63,0,9,8,115,14.38,1,2,2,27,35.3,,82,,HarrDu01
288,Chester Rogers,WR,22,14,2,0,0,0,0,0,0,0,,0,34,19,273,14.37,0,2,0,27,46.3,,116,,RogeCh02
289,Shane Vereen,RB,27,5,1,0,0,0,0,0,33,158,4.79,1,19,11,94,8.55,0,2,2,27,38.2,,83,,VereSh00
290,Kapri Bibbs,RB,23,12,0,0,0,0,0,0,29,129,4.45,0,4,2,75,37.50,1,0,0,26,28.4,,84,,BibbKa00
291,Demetrius Harris,TE,25,16,11,0,0,0,0,0,0,0,,0,31,17,123,7.24,1,1,0,26,43.3,,45,,HarrDe03
292,Jaron Brown,WR,26,7,2,0,0,0,0,0,0,0,,0,22,11,187,17.00,1,0,0,25,35.7,,120,,BrowJa03
293,Alex Collins,RB,22,11,0,0,0,0,0,0,31,125,4.03,1,11,11,84,7.64,0,2,1,25,35.9,,85,,CollAl00
294,Seth Devalve,TE,23,12,2,0,0,0,0,0,0,0,,0,12,10,127,12.70,2,0,0,25,34.7,,48,,DevaSe00
295,Josh Huff,WR,25,10,2,0,1,0,0,0,4,15,3.75,0,23,16,113,7.06,1,0,0,25,40.8,,119,,HuffJo00
296,Jeff Janis,WR,25,16,1,0,0,0,0,0,2,38,19.00,1,19,11,93,8.45,1,0,0,25,36.1,,118,,JaniJe00
297,Charone Peake,WR,24,15,1,0,0,0,0,0,0,0,,0,35,19,186,9.79,0,0,0,25,43.6,,121,,PeakCh00
298,Mychal Rivera,TE,26,13,2,0,0,0,0,0,0,0,,0,25,18,192,10.67,1,0,0,25,43.2,,46,,RiveMy00
299,Mike Tolbert*,RB,31,16,2,0,0,0,0,0,35,114,3.26,0,15,10,72,7.20,1,0,0,25,34.6,,86,,TolbMi00
300,Luke Willson,TE,26,11,6,0,0,0,0,0,0,0,,0,21,15,129,8.60,2,0,0,25,39.9,,47,,WillLu00
301,Orleans Darkwa,RB,24,10,2,0,0,0,0,0,30,111,3.70,2,4,2,12,6.00,0,0,0,24,26.3,,87,,DarkOr00
302,Kenneth Farrow,RB,23,13,2,0,0,0,0,0,60,192,3.20,0,16,13,70,5.38,0,2,1,24,37.2,,88,,FarrKe02
303,Xavier Grimble,TE,24,13,2,0,0,0,0,0,0,0,,0,21,11,118,10.73,2,0,0,24,34.8,,49,,GrimXa00
304,Jalin Marshall,WR,21,10,1,0,0,0,0,0,0,0,,0,23,14,162,11.57,2,4,2,24,38.2,,122,,MarsJa01
305,Charles Johnson,WR,27,16,7,0,0,0,0,0,0,0,,0,37,20,232,11.60,0,0,0,23,43.2,,123,,JohnCh08
306,Marcedes Lewis,TE,32,10,10,0,0,0,0,0,0,0,,0,30,20,169,8.45,1,0,0,23,42.9,,50,,LewiMa00
307,Jordan Norwood,WR,30,14,6,0,0,0,0,0,1,0,0.00,0,35,21,232,11.05,1,5,3,23,44.2,,124,,NorwJo00
308,Ameer Abdullah,RB,23,2,2,0,0,0,0,0,18,101,5.61,0,5,5,57,11.40,1,0,0,22,26.8,,90,,AbduAm00
309,Ronnie Hillman,RB,25,8,1,0,0,0,0,0,41,131,3.20,0,15,7,93,13.29,0,0,0,22,29.4,,89,,HillRo00
310,Ben Koyack,TE,23,14,7,0,0,0,0,0,0,0,,0,24,19,161,8.47,1,0,0,22,41.1,,51,,KoyaBe00
311,Roger Lewis,WR,23,13,1,0,0,0,0,0,0,0,,0,19,7,97,13.86,2,0,0,22,28.7,,126,,LewiRo03
312,Marquess Wilson,WR,24,3,1,0,0,0,0,0,0,0,,0,16,9,160,17.78,1,0,0,22,31.0,,125,,WilsMa02
313,Harry Douglas,WR,32,11,2,0,0,0,0,0,0,0,,0,22,15,210,14.00,0,0,0,21,36.0,,128,,DougHa00
314,Lance Dunbar,RB,26,13,0,0,0,0,0,0,9,31,3.44,1,24,16,122,7.63,0,1,0,21,37.3,,91,,DunbLa00
315,Darren Fells,TE,30,14,7,0,0,0,0,0,0,0,,0,18,14,154,11.00,1,0,0,21,35.4,,52,,FellDa01
316,Josh Hill,TE,26,9,8,0,0,0,0,0,0,0,,0,22,15,149,9.93,1,0,0,21,35.9,,54,,HillJo02
317,Andre Johnson,WR,35,8,4,0,0,0,0,0,0,0,,0,22,9,85,9.44,2,0,0,21,29.5,,129,,JohnAn02
318,Ricardo Louis,WR,22,16,3,0,0,0,0,0,0,0,,0,35,18,205,11.39,0,1,0,21,38.5,,130,,LouiRi00
319,Austin Seferian-Jenkins,TE,24,9,2,0,0,0,0,0,0,0,,0,20,13,154,11.85,1,0,0,21,34.4,,53,,SefeAu00
320,Darren Waller,TE,24,12,3,0,0,0,0,0,0,0,,0,17,10,85,8.50,2,0,0,21,30.5,,55,,WallDa01
321,Danny Woodhead,WR,31,2,1,0,0,0,0,0,19,116,6.11,0,8,6,35,5.83,1,0,0,21,27.1,,127,,WoodDa02
322,Cody Core,WR,22,8,4,0,0,0,0,0,0,0,,0,27,17,200,11.76,0,0,0,20,37.0,,132,,CoreCo00
323,Anthony Fasano,TE,32,16,10,0,0,0,0,0,0,0,,0,13,8,83,10.38,2,0,0,20,28.3,,56,,FasaAn00
324,Jonathan Grimes,RB,27,10,0,0,0,0,0,0,23,105,4.57,0,18,13,94,7.23,0,0,0,20,32.9,,92,,GrimJo01
325,Freddie Martino,WR,25,13,0,0,0,0,0,0,0,0,,0,11,8,142,17.75,1,0,0,20,28.2,,131,,MartFr00
326,Bobby Rainey,RB,29,15,0,0,0,0,0,0,17,63,3.71,0,25,20,153,7.65,0,1,1,20,39.6,,93,,RainBo00
327,Kevin White,WR,24,4,4,0,0,0,0,0,1,9,9.00,0,36,19,187,9.84,0,0,0,20,38.6,,133,,WhitKe00
328,Benny Cunningham,RB,26,11,0,0,0,0,0,0,21,101,4.81,0,21,16,91,5.69,0,1,0,19,35.2,,94,,CunnBe01
329,Ed Dickson,TE,29,16,8,0,0,0,0,0,0,0,,0,19,10,134,13.40,1,0,0,19,29.4,,57,,DickEd00
330,Jerell Adams,TE,24,13,2,0,0,0,0,0,0,0,,0,21,16,122,7.63,1,1,0,18,34.2,,59,,AdamJe01
331,Arrelious Benn,WR,28,15,0,0,0,0,0,0,0,0,,0,10,5,116,23.20,1,0,0,18,22.6,,134,,BennAr00
332,Daniel Brown,TE,24,8,3,0,0,0,0,0,0,0,,0,20,16,124,7.75,1,0,0,18,34.4,,58,,BrowDa04
333,Ka'Deem Carey,RB,24,12,0,0,0,0,0,0,32,126,3.94,0,7,5,55,11.00,0,0,0,18,23.1,,95,,CareKa00
334,Andre Ellington,RB,27,16,0,0,0,0,0,0,34,96,2.82,0,19,12,85,7.08,0,0,0,18,30.1,,96,,ElliAn00
335,Tom Savage,QB,26,3,2,46,73,461,0,0,6,12,2.00,0,0,0,0,,0,1,1,18,17.6,,46,,SavaTo00
336,Derek Anderson,QB,33,5,2,36,53,453,2,5,1,4,4.00,0,0,0,0,,0,1,1,17,16.5,,48,,AndeDe00
337,Reggie Bush,RB,31,13,0,0,0,0,0,0,12,-3,-0.25,1,10,7,90,12.86,0,1,0,17,23.7,,97,,BushRe00
338,MarQueis Gray,TE,27,16,7,0,0,0,0,0,0,0,,0,17,14,174,12.43,0,0,0,17,31.4,,60,,GrayMa00
339,Kevin Hogan,QB,24,4,0,14,26,104,0,2,8,105,13.13,1,0,0,0,,0,0,0,17,16.7,,47,,HogaKe00
340,Vincent Jackson,WR,33,5,5,0,0,0,0,0,0,0,,0,32,15,173,11.53,0,0,0,17,32.3,,135,,JackVi00
341,Denard Robinson,RB,26,13,1,0,0,0,0,0,41,144,3.51,0,5,3,22,7.33,0,0,0,17,19.6,,98,,RobiDe00
342,Brandon Tate,WR,29,15,1,0,0,0,0,0,3,48,16.00,0,12,8,117,14.63,0,0,0,17,24.5,,136,,TateBr00
343,Matt Cassel,QB,34,4,1,30,51,284,2,2,4,3,0.75,0,0,0,0,,0,1,0,16,15.7,,49,,CassMa00
344,Brent Celek,TE,31,16,8,0,0,0,0,0,0,0,,0,19,14,155,11.07,0,1,0,16,29.5,,61,,CeleBr00
345,Josh Ferguson,RB,23,16,0,0,0,0,0,0,15,20,1.33,0,26,20,136,6.80,0,1,0,16,35.6,,100,,FergJo02
346,Chris Johnson,RB,31,4,0,0,0,0,0,0,25,95,3.80,1,1,0,0,,0,0,0,16,15.5,,101,,JohnCh04
347,Braxton Miller,WR,24,10,6,0,0,0,0,0,3,0,0.00,0,28,15,99,6.60,1,0,0,16,30.9,,137,,MillBr03
348,Terron Ward,RB,24,5,0,0,0,0,0,0,31,151,4.87,0,2,1,11,11.00,0,0,0,16,17.2,,99,,WardTe00
349,Stephen Anderson,TE,23,13,0,0,0,0,0,0,0,0,,0,16,11,93,8.45,1,0,0,15,26.3,,62,,AndeSt01
350,Tyler Higbee,TE,23,16,7,0,0,0,0,0,0,0,,0,29,11,85,7.73,1,0,0,15,25.5,,63,,HigbTy00
351,Greg Salas,WR,28,2,1,0,0,0,0,0,0,0,,0,6,4,89,22.25,1,0,0,15,18.9,,139,,SalaGr00
352,Cecil Shorts,WR,29,9,5,0,0,0,0,0,0,0,,0,27,11,152,13.82,0,0,0,15,26.2,,138,,ShorCe00
353,Mack Brown,RB,25,9,0,0,0,0,0,0,8,82,10.25,1,1,1,-2,-2.00,0,0,0,14,15.0,,102,,BrowMa02
354,A.J. Derby,TE,25,10,3,0,0,0,0,0,0,0,,0,20,16,160,10.00,0,1,1,14,30.0,,65,,DerbA.00
355,Jeff Heuerman,TE,24,12,2,0,0,0,0,0,0,0,,0,17,9,141,15.67,0,0,0,14,23.1,,64,,HeueJe00
356,Akeem Hunt,RB,23,8,0,0,0,0,0,0,20,109,5.45,0,4,3,29,9.67,0,2,0,14,16.8,,103,,HuntAk01
357,Andy Janovich,RB,23,11,5,0,0,0,0,0,4,33,8.25,1,7,5,44,8.80,0,0,0,14,18.7,,104,,JanoAn00
358,Brandon Myers,TE,31,16,9,0,0,0,0,0,0,0,,0,14,7,59,8.43,1,0,0,14,20.9,,66,,MyerBr00
359,Walt Powell,WR,25,9,2,0,0,0,0,0,0,0,,0,25,14,142,10.14,0,0,0,14,28.2,,140,,PoweWa00
360,Larry Donnell,TE,28,14,6,0,0,0,0,0,0,0,,0,22,15,92,6.13,1,1,1,13,28.2,,67,,DonnLa00
361,Arian Foster,RB,30,4,2,0,0,0,0,0,22,55,2.50,0,10,6,78,13.00,0,1,0,13,19.3,,106,,FostAr00
362,Crockett Gillmore,TE,25,7,5,0,0,0,0,0,0,0,,0,14,8,71,8.88,1,0,0,13,21.1,,69,,GillCr00
363,Chris Harper,WR,23,9,2,0,0,0,0,0,0,0,,0,21,13,133,10.23,0,0,0,13,26.3,,141,,HarpCh01
364,Chris Moore,WR,23,15,0,0,0,0,0,0,3,19,6.33,0,16,7,46,6.57,0,1,0,13,19.5,,146,,MoorCh00
365,Nick O'Leary,RB,24,16,7,0,0,0,0,0,0,0,,0,14,9,114,12.67,0,0,0,13,22.4,,105,,OLeaNi00
366,John Phillips,TE,29,16,7,0,0,0,0,0,0,0,,0,15,10,72,7.20,1,0,0,13,23.2,,68,,PhilJo00
367,C.J. Spiller,RB,29,6,0,0,0,0,0,0,6,18,3.00,0,13,6,50,8.33,1,1,0,13,18.8,,107,,SpilC.00
368,Jaelen Strong,WR,22,8,2,0,0,0,0,0,0,0,,0,24,14,131,9.36,0,0,0,13,27.1,,142,,StroJa01
369,Paul Turner,WR,23,4,2,0,0,0,0,0,0,0,,0,14,9,126,14.00,0,0,0,13,21.6,,145,,TurnPa01
370,Markus Wheaton,WR,25,3,2,0,0,0,0,0,0,0,,0,9,4,51,12.75,1,0,0,13,17.1,,143,,WheaMa00
371,Jarius Wright,WR,27,8,1,0,0,0,0,0,0,0,,0,14,11,67,6.09,1,0,0,13,23.7,,144,,WrigJa02
372,Jordan Cameron,TE,28,3,3,0,0,0,0,0,0,0,,0,11,8,60,7.50,1,0,0,12,20.0,,71,,CameJo00
373,Mike Davis,RB,23,8,1,0,0,0,0,0,19,50,2.63,1,5,3,25,8.33,0,1,1,12,14.5,,110,,DaviMi01
374,Rhett Ellison,RB,28,15,6,0,0,0,0,0,1,1,1.00,1,14,9,57,6.33,0,0,0,12,20.8,,109,,ElliRh00
375,Brittan Golden,WR,28,12,1,0,0,0,0,0,0,0,,0,14,8,82,10.25,1,1,1,12,20.2,,147,,GoldBr00
376,Dominique Jones,TE,29,9,2,0,0,0,0,0,0,0,,0,10,7,61,8.71,1,0,0,12,19.1,,70,,JoneDo01
377,Jordan Todman,RB,26,16,0,0,0,0,0,0,9,59,6.56,0,1,0,0,,0,0,0,12,11.9,,108,,TodmJo00
378,Jamaal Charles,RB,30,3,0,0,0,0,0,0,12,40,3.33,1,3,2,14,7.00,0,0,0,11,13.4,,111,,CharJa00
379,Patrick DiMarco,RB,27,16,8,0,0,0,0,0,0,0,,0,10,7,52,7.43,1,0,0,11,18.2,,113,,DiMaPa00
380,Neal Sterling,WR,24,10,1,0,0,0,0,0,0,0,,0,16,12,110,9.17,0,0,0,11,23.0,,148,,SterNe00
381,Lucky Whitehead,WR,24,15,1,0,0,0,0,0,10,82,8.20,0,3,3,48,16.00,0,3,1,11,14.0,,149,,WhitLu00
